StudentID,Semester,AttendancePercentage
ST10953,4,89.9
ST10954,1,94.15
ST10954,2,73.42
ST10954,3,82.21
ST10954,4,100.0
ST10955,1,89.56
ST10955,2,73.87
ST10955,3,97.83
ST10955,4,79.4
ST10956,1,61.51
ST10956,2,90.7
ST10956,3,78.9
ST10956,4,75.82
ST10957,1,80.63
ST10957,2,74.77
ST10957,3,87.02
ST10957,4,90.6
ST10958,1,100.0
ST10958,2,94.57
ST10958,3,81.08
ST10958,4,72.14
ST10959,1,78.7
ST10959,2,100.0
ST10959,3,78.57
ST10959,4,90.66
ST10960,1,77.19
ST10960,2,64.17
ST10960,3,81.37
ST10960,4,85.63
ST10961,1,81.41
ST10961,2,86.51
ST10961,3,69.56
ST10961,4,64.47
ST10962,1,89.69
ST10962,2,84.87
ST10962,3,85.75
ST10962,4,78.56
ST10963,1,76.55
ST10963,2,68.6
ST10963,3,89.96
ST10963,4,72.11
ST10964,1,81.5
ST10964,2,69.47
ST10964,3,78.71
ST10964,4,96.19
ST10965,1,75.5
ST10965,2,78.14
ST10965,3,80.63
ST10965,4,88.07
ST10966,1,76.56
ST10966,2,72.66
ST10966,3,82.88
ST10966,4,74.46
ST10967,1,100.0
ST10967,2,89.27
ST10967,3,85.07
ST10967,4,85.37
ST10968,1,72.86
ST10968,2,88.61
ST10968,3,85.67
ST10968,4,70.37
ST10969,1,77.26
ST10969,2,89.62
ST10969,3,59.69
ST10969,4,86.5
ST10970,1,77.83
ST10970,2,83.9
ST10970,3,78.44
ST10970,4,89.29
ST10971,1,59.15
ST10971,2,76.59
ST10971,3,85.63
ST10971,4,64.39
ST10972,1,82.22
ST10972,2,76.58
ST10972,3,83.1
ST10972,4,74.31
ST10973,1,96.3
ST10973,2,83.31
ST10973,3,83.92
ST10973,4,70.19
ST10974,1,90.66
ST10974,2,72.06
ST10974,3,87.44
ST10974,4,96.74
ST10975,1,79.66
ST10975,2,71.8
ST10975,3,86.33
ST10975,4,72.68
ST10976,1,86.42
ST10976,2,83.16
ST10976,3,80.94
ST10976,4,72.74
ST10977,1,86.2
ST10977,2,81.51
ST10977,3,73.59
ST10977,4,80.26
ST10978,1,81.79
ST10978,2,88.16
ST10978,3,72.83
ST10978,4,76.48
ST10979,1,78.1
ST10979,2,83.33
ST10979,3,81.86
ST10979,4,78.81
ST10980,1,79.61
ST10980,2,88.37
ST10980,3,85.72
ST10980,4,74.73
ST10981,1,100.0
ST10981,2,91.26
ST10981,3,84.49
ST10981,4,66.34
ST10982,1,81.73
ST10982,2,74.49
ST10982,3,72.7
ST10982,4,65.55
ST10983,1,65.92
ST10983,2,84.71
ST10983,3,100.0
ST10983,4,85.18
ST10984,1,85.31
ST10984,2,80.03
ST10984,3,88.9
ST10984,4,76.51
ST10985,1,92.92
ST10985,2,71.59
ST10985,3,87.38
ST10985,4,79.73
ST10986,1,77.46
ST10986,2,82.87
ST10986,3,84.2
ST10986,4,84.69
ST10987,1,81.25
ST10987,2,82.54
ST10987,3,64.6
ST10987,4,88.32
ST10988,1,59.42
ST10988,2,100.0
ST10988,3,88.7
ST10988,4,75.23
ST10989,1,74.47
ST10989,2,87.78
ST10989,3,88.1
ST10989,4,78.38
ST10990,1,76.82
ST10990,2,86.17
ST10990,3,78.78
ST10990,4,80.48
ST10991,1,78.64
ST10991,2,72.44
ST10991,3,90.29
ST10991,4,81.19
ST10992,1,73.08
ST10992,2,71.86
ST10992,3,60.38
ST10992,4,77.54
ST10993,1,71.06
ST10993,2,74.52
ST10993,3,73.72
ST10993,4,96.42
ST10994,1,80.26
ST10994,2,70.63
ST10994,3,96.45
ST10994,4,65.62
ST10995,1,89.74
ST10995,2,74.2
ST10995,3,81.79
ST10995,4,66.13
ST10996,1,63.94
ST10996,2,83.98
ST10996,3,87.34
ST10996,4,85.21
ST10997,1,84.32
ST10997,2,88.01
ST10997,3,80.75
ST10997,4,82.53
ST10998,1,74.93
ST10998,2,69.24
ST10998,3,78.51
ST10998,4,85.08
ST10999,1,82.35
ST10999,2,77.47
ST10999,3,78.03
ST10999,4,86.4
ST11000,1,73.71
ST11000,2,79.49
ST11000,3,74.8
ST11000,4,86.92
